	14598.PCGA.1092.BE.02	14598.PCGA.1091.BE.03	14598.PCGA.1099.BE.02	14598.PCGA.1125.BE.01	14598.PCGA.1084.BE.03	14598.PCGA.1080.BE.04	14598.PCGA.1135.BE.02	14598.PCGA.1073.BE.02	14598.PCGA.1120.BE.02	14598.PCGA.1101.BE.02	14598.PCGA.1118.BE.04	14598.PCGA.1114.BE.02	14598.PCGA.1097.BE.01	14598.PCGA.1082.BE.01	14598.PCGA.1065.BE.03	14598.PCGA.1121.BE.04	14598.PCGA.1140.BE.01	14598.PCGA.1079.BE.04	14598.PCGA.1126.BE.02	14598.PCGA.1075.BE.02	14598.PCGA.1109.BE.01	14598.PCGA.1136.BE.01	14598.PCGA.1117.BE.01	14598.PCGA.1102.BE.01	14598.PCGA.1089.BE.03	14598.PCGA.1141.BE.03	14598.PCGA.1124.BE.01	14598.PCGA.1094.BE.04	14598.PCGA.1081.BE.04	14598.PCGA.1069.BE.01	14598.PCGA.1108.BE.03	14598.PCGA.1115.BE.02	14598.PCGA.1088.BE.01	14598.PCGA.1129.BE.03	14598.PCGA.1069.BE.03	14598.PCGA.1074.BE.02	14598.PCGA.1090.BE.01	14598.PCGA.1124.BE.03	14598.PCGA.1139.BE.02	14598.PCGA.1080.BE.02	14598.PCGA.1122.BE.01	14598.PCGA.1116.BE.02	14598.PCGA.1129.BE.02	14598.PCGA.1121.BE.03	14598.PCGA.1115.BE.03	14598.PCGA.1122.BE.02	14598.PCGA.1074.BE.01	14598.PCGA.1090.BE.02	14598.PCGA.1139.BE.01	14598.PCGA.1079.BE.01	14598.PCGA.1140.BE.04	14598.PCGA.1088.BE.02	14598.PCGA.1091.BE.04	14598.PCGA.1065.BE.04	14598.PCGA.1118.BE.03	14598.PCGA.1109.BE.04	14598.PCGA.1136.BE.02	14598.PCGA.1066.BE.03	14598.PCGA.1094.BE.01	14598.PCGA.1117.BE.02	14598.PCGA.1102.BE.02	14598.PCGA.1099.BE.03	14598.PCGA.1084.BE.02	14598.PCGA.1092.BE.03	14598.PCGA.1075.BE.01	14598.PCGA.1081.BE.03	14598.PCGA.1066.BE.01	14598.PCGA.1135.BE.01	14598.PCGA.1089.BE.02	14598.PCGA.1073.BE.01	14598.PCGA.1120.BE.01	14598.PCGA.1141.BE.04	14598.PCGA.1097.BE.02	14598.PCGA.1082.BE.02	14598.PCGA.1101.BE.01	14598.PCGA.1114.BE.01	14598.PCGA.1126.BE.03	14598.PCGA.1116.BE.04	14598.PCGA.1125.BE.02
G000010605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000011025	617.0	2.0	45.0	12.0	0	68.0	454.0	37.0	41.0	3.0	36.0	24.0	2.0	6.0	4.0	1.0	14.0	26.0	142.0	0	0	85.0	200.0	2.0	0	0	6.0	3.0	0	2.0	7.0	4.0	32.0	42.0	6.0	2.0	4.0	132.0	0	121.0	84.0	4.0	0	16.0	3.0	4.0	11.0	40.0	338.0	3.0	5.0	15.0	2.0	6.0	232.0	0	195.0	8.0	50.0	85.0	0	6.0	1.0	1350.0	0	2.0	6.0	10.0	5.0	5.0	100.0	0	294.0	6.0	10.0	6.0	198.0	5.0	20.0
G000011065	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000011305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000011365	0	0	0	2.0	0	0	14.0	9.0	0	1.0	0	5.0	4.0	0	14.0	0	1.0	0	0	3.0	16.0	0	0	0	2.0	0	8.0	0	0	9.0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	2.0	0	3.0	3.0	0	0	0	5.0	0	0	2.0	0	0	0	0	0	0	0	2.0	0	12.0	4.0	0	2.0	2.0	1.0	1.0	1.0	0	2.0	2.0	0	4.0
G000011705	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0
G000011985	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000012005	4.0	0	4.0	2.0	3.0	2.0	2.0	5.0	3.0	1.0	6.0	3.0	3.0	2.0	2.0	3.0	4.0	1.0	4.0	3.0	2.0	2.0	4.0	0	3.0	2.0	4.0	1.0	4.0	2.0	4.0	4.0	1.0	1.0	5.0	0	4.0	2.0	4.0	6.0	3.0	5.0	0	3.0	2.0	3.0	1.0	4.0	3.0	2.0	4.0	4.0	1.0	2.0	4.0	1.0	5.0	4.0	2.0	5.0	2.0	2.0	2.0	4.0	8.0	2.0	3.0	2.0	1.0	3.0	6.0	2.0	4.0	1.0	1.0	4.0	6.0	3.0	3.0
G000012245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000012665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000012725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000012825	0	0	0	0	0	0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000012845	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3.0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013885	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013985	0	0	0	1.0	0	0	12.0	6.0	0	0	0	1.0	0	1.0	11.0	0	1.0	0	0	2.0	6.0	0	0	0	1.0	0	1.0	0	0	5.0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	4.0	0	0	0	3.0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	7.0	0	5.0	6.0	0	0	2.0	2.0	0	2.0	2.0	0	2.0
G000014185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014205	1.0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	1.0	0	4.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	9.0	0	0	0	10.0	0	0
G000014245	0	0	0	0	0	0	2.0	4.0	0	0	0	0	0	0	2.0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0
G000014425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000016565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	505.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000016765	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	2.0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	2.0	12.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G000016825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000017005	4.0	0	0	0	0	1.0	9.0	0	1.0	0	0	0	1.0	0	0	0	0	0	9.0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	2.0	0	2.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	17.0	0	0	0	32.0	0	0
G000017245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000017265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000017405	0	0	7.0	4.0	4.0	0	7.0	0	0	0	0	0	0	4.0	2.0	0	0	0	4.0	1.0	0	2.0	0	0	0	4.0	1.0	0	4.0	0	0	3.0	4.0	2.0	0	0	4.0	0	0	4.0	0	2.0	0	0	4.0	0	0	2.0	6.0	2.0	4.0	0	0	0	0	0	2.0	0	0	2.0	2.0	2.0	0	0	0	4.0	0	0	0	0	2.0	0	0	8.0	2.0	2.0	0	4.0	0
G000017465	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000017565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000017645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000018665	2.0	0	2.0	0	4.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	9.0	0	0	0	2.0	0	0	2.0	0	5.0	0	0	0	0	0	0	0	0	2.0	0	0	0
G000018885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000019365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000019405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000019725	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	4.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000019945	2.0	0	0	2.0	0	0	8.0	5.0	1.0	0	6.0	1.0	2.0	0	13.0	0	3.0	1.0	0	1.0	10.0	2.0	2.0	0	2.0	0	1.0	0	0	9.0	0	2.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	4.0	5.0	0	0	0	0	2.0	0	0	0	1.0	0	0	4.0	2.0	0	0	0	0	0	2.0	0	0	2.0	1.0	1.0
G000020045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000020205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000020225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000020605	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021045	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022305	0	0	0	2.0	0	0	0	0	0	0	0	0	2.0	0	98.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	2.0	0	0	0	69.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022905	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023145	2.0	0	0	1.0	0	1.0	3.0	1.0	0	0	9.0	0	4.0	3.0	0	0	6.0	0	2.0	2.0	1.0	3.0	3.0	0	2.0	0	0	0	0	4.0	4.0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	2.0	3.0	0	1.0	1.0	0	0	0	0	2.0	1.0	4.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	4.0	0	1.0	1.0	2.0	1.0
G000023205	2.0	0	2.0	0	0	0	2.0	3.0	1.0	0	18.0	0	0	0	0	0	0	1.0	0	0	2.0	0	4.0	0	2.0	2.0	0	0	0	0	2.0	2.0	2.0	0	0	0	0	0	0	6.0	0	2.0	0	0	0	6.0	4.0	0	0	0	0	2.0	2.0	5.0	2.0	0	0	4.0	2.0	4.0	0	0	0	0	0	0	0	1.0	0	0	4.0	0	0	0	0	0	5.0	1.0	0
G000023285	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G000023605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023845	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0
G000023905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
