	14458.ERR2373139	14458.ERR2373140	14458.ERR2373058	14458.ERR2373061	14458.ERR2373067	14458.ERR2373068	14458.ERR2373069	14458.ERR2373074	14458.ERR2373075	14458.ERR2373076	14458.ERR2373077	14458.ERR2373098	14458.ERR2373078	14458.ERR2373080	14458.ERR2373083	14458.ERR2373081	14458.ERR2373085	14458.ERR2373055	14458.ERR2373103	14458.ERR2373106	14458.ERR2373107	14458.ERR2373138	14458.ERR2373144	14458.ERR2373146	14458.ERR2373050	14458.ERR2373053	14458.ERR2373052	14458.ERR2373125	14458.ERR2373089	14458.ERR2373090	14458.ERR2373092	14458.ERR2373093	14458.ERR2373095	14458.ERR2373096	14458.ERR2373097	14458.ERR2373133	14458.ERR2373109	14458.ERR2373112	14458.ERR2373110	14458.ERR2373111	14458.ERR2373134	14458.ERR2373118	14458.ERR2373121	14458.ERR2373122	14458.ERR2373119	14458.ERR2373123	14458.ERR2373124	14458.ERR2373117	14458.ERR2373127	14458.ERR2373136
G000013285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013325	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013605	1.0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	1.0	0	0	1.0
G000013625	0	0	0	0	2.0	1.0	0	0	1.0	0	0	0	0	2.0	0	1.0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0
G000013645	1.0	3.0	1.0	1.0	0	1.0	28.0	2.0	2.0	2.0	1.0	7.0	1.0	1.0	2.0	0	0	0	1.0	1.0	10.0	3.0	2.0	1.0	1.0	0	1.0	5.0	1.0	0	3.0	1.0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	6.0	2.0	1.0	2.0	1.0	0	1.0	2.0
G000013705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013725	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000013985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
G000014205	49.0	196.0	682.0	741.0	734.0	4299.0	2025.0	2509.0	864.0	205.0	521.0	733.0	368.0	747.0	221.0	10448.0	646.0	1861.0	128.0	422.0	1044.0	1025.0	1281.0	316.0	332.0	1100.0	1452.0	455.0	454.0	291.0	1286.0	4068.0	4103.0	122.0	1576.0	258.0	82.0	412.0	1436.0	1321.0	470.0	299.0	1552.0	2117.0	720.0	1020.0	367.0	2174.0	1806.0	1463.0
G000014245	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000014425	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	1.0	779.0	0	7.0	0	0	0	0	0	0	4.0	0	0	5.0	0	0	5.0	0	1.0	0	1.0	0	0	28.0	0	1.0	530.0	0	11519.0	0	0	71.0	2.0	15.0	2.0	0
G000014445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000014465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	47.0	0	0	0	0	0	0	0
G000014505	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	13.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
G000014525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	1.0	3.0	2.0	27.0	1.0	0	0	0	0	0	1.0
G000014825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000014925	1.0	3.0	1.0	1.0	1.0	4.0	11.0	3.0	5.0	0	1.0	2.0	2.0	3.0	1.0	47.0	1.0	9.0	1.0	1.0	2.0	1.0	2.0	0	1.0	2.0	7.0	4.0	1.0	0	4.0	19.0	4.0	1.0	2.0	1.0	1.0	2.0	1.0	6.0	1.0	3.0	7.0	2.0	8.0	4.0	4.0	6.0	1.0	2.0
G000014965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015245	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015345	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000015505	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000015565	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000015725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	1.0	0	0	4.0
G000015745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
G000015885	0	4.0	5.0	377.0	4.0	16.0	155.0	240.0	4.0	2.0	4.0	31.0	389.0	34.0	3.0	112.0	3.0	3.0	2.0	5.0	188.0	192.0	484.0	1.0	96.0	2.0	22.0	4.0	7.0	1.0	11.0	89.0	245.0	10.0	4.0	2.0	3.0	4.0	121.0	11.0	0	0	13.0	5.0	22.0	50.0	8.0	19.0	34.0	163.0
G000016065	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000016165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000016325	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000016345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000016505	0	1.0	5.0	4.0	4.0	4.0	7.0	4.0	1.0	1.0	2.0	4.0	2.0	1.0	1.0	35.0	0	2.0	0	3.0	3.0	3.0	5.0	2.0	2.0	3.0	5.0	2.0	1.0	0	1.0	14.0	6.0	2.0	2.0	0	0	1.0	25.0	2.0	3.0	3.0	3.0	14.0	3.0	5.0	2.0	5.0	0	13.0
G000016525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000016565	2.0	1.0	0	0	0	0	0	2.0	2.0	0	0	0	0	3.0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	2.0	0	0	2.0	0	0	0	4.0	0	0	0	0	0	0	0	0	3.0
G000016765	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000016825	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	619.0	0	2.0	0	0	0	2.0	3.0	10.0	0	0	0	0	0	0	2.0	103.0	0	0	2.0	0	0	0	0	0	64.0	2.0	27.0	1.0	0	0	0	63.0	0	0
G000016985	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	1.0	0	0	0	3.0	0	0	0	3.0	0	1.0	0	0	0	0	0
G000017005	97.0	191.0	734.0	1554.0	571.0	465.0	2708.0	5872.0	1335.0	176.0	693.0	961.0	976.0	615.0	344.0	8311.0	555.0	12577.0	23.0	349.0	1141.0	1357.0	613.0	855.0	287.0	1043.0	1310.0	1594.0	1339.0	450.0	1077.0	8710.0	7139.0	130.0	4025.0	190.0	36.0	390.0	1792.0	3853.0	681.0	1337.0	4658.0	3420.0	1019.0	1043.0	2704.0	2094.0	1911.0	1702.0
G000017245	0	1.0	1.0	36.0	1.0	5.0	36.0	43.0	1.0	0	2.0	4.0	39.0	10.0	1.0	47.0	2.0	1.0	1.0	3.0	18.0	18.0	50.0	0	11.0	1.0	10.0	3.0	2.0	0	4.0	11.0	37.0	1.0	2.0	1.0	1.0	3.0	11.0	7.0	0	0	7.0	2.0	10.0	8.0	4.0	10.0	6.0	35.0
G000017305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000017405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
G000017425	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
G000017465	3.0	7.0	1.0	10.0	6.0	5.0	24.0	16.0	31.0	4.0	3.0	6.0	17.0	11.0	2.0	12.0	13.0	34.0	0	4.0	12.0	2.0	11.0	1.0	6.0	16.0	25.0	13.0	1.0	23.0	12.0	37.0	104.0	0	47.0	0	3.0	4.0	3.0	9.0	0	19.0	0	2.0	92.0	10.0	17.0	21.0	2.0	6.0
G000017545	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000017585	1.0	1.0	2.0	2.0	1.0	0	3.0	3.0	14.0	1.0	0	2.0	2.0	2.0	0	1.0	0	3.0	0	4.0	2.0	0	1.0	0	0	1.0	6.0	1.0	0	1.0	2.0	4.0	8.0	0	14.0	0	0	1.0	0	1.0	0	0	0	0	75.0	4.0	4.0	2.0	0	0
G000017645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
G000017705	0	0	0	0	0	0	2.0	1.0	0	0	0	0	1.0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000018285	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000018325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000018665	3.0	0	0	0	1.0	4.0	1.0	1.0	1.0	0	2.0	0	0	2.0	3.0	2.0	0	3.0	0	1.0	2.0	1.0	2.0	0	0	0	0	1.0	1.0	0	0	1.0	0	2.0	0	1.0	0	2.0	0	0	0	2.0	0	4.0	0	2.0	0	2.0	3.0	1.0
G000018685	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	3.0	1.0	1.0	1.0	1.0	1.0
G000018785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	2.0	0	0	0	3.0	0	0	0	0	0	0	0
G000018885	0	1.0	0	0	0	2.0	3.0	1.0	0	0	0	0	1.0	1.0	0	9.0	1.0	2.0	0	0	1.0	0	0	0	0	0	3.0	1.0	0	0	1.0	5.0	1.0	0	1.0	0	0	1.0	0	2.0	0	0	1.0	1.0	1.0	1.0	1.0	2.0	0	0
G000019165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000019205	1.0	0	0	0	0	0	1.0	1.0	3.0	0	0	0	1.0	1.0	0	1.0	0	2.0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	1.0	3.0	4.0	0	0	0	0	0	0	0	0	0	0	0	6.0	1.0	1.0	1.0	0	0
G000019405	0	1.0	0	14.0	3.0	1.0	12.0	29.0	8.0	0	1.0	5.0	14.0	6.0	7.0	133.0	0	4.0	0	2.0	6.0	7.0	20.0	0	2.0	1.0	7.0	1.0	1.0	0	6.0	9.0	16.0	0	2.0	1.0	2.0	1.0	4.0	17.0	2.0	2.0	1.0	2.0	7.0	9.0	6.0	5.0	3.0	16.0
G000019745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000019785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000019905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000019945	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000020025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000020045	2.0	0	0	0	0	2.0	0	4.0	0	1.0	0	1.0	0	2.0	5.0	0	4.0	3.0	0	0	0	1.0	3.0	3.0	1.0	1.0	2.0	6.0	0	0	1.0	0	0	0	2.0	5.0	2.0	0	0	0	0	1.0	0	2.0	0	0	1.0	0	0	0
G000020205	2050.0	690.0	730.0	549.0	1262.0	3327.0	478.0	2066.0	1752.0	1324.0	1152.0	2282.0	1019.0	1314.0	2545.0	2106.0	809.0	644.0	636.0	1290.0	1089.0	2511.0	1334.0	277.0	1285.0	426.0	548.0	3910.0	905.0	852.0	1144.0	1164.0	539.0	1647.0	1053.0	1961.0	1151.0	294.0	417.0	868.0	735.0	680.0	636.0	2012.0	1426.0	1762.0	2045.0	393.0	1259.0	2151.0
G000020605	0	0	0	1.0	0	0	0	2.0	2.0	0	1.0	1.0	0	1.0	8.0	4.0	0	4.0	0	2.0	0	0	1.0	0	0	3.0	2.0	0	0	0	3.0	3.0	6.0	0	1.0	0	0	1.0	0	1.0	0	1.0	0	0	9.0	2.0	3.0	1.0	0	1.0
G000021025	0	0	0	0	0	1.0	0	2.0	0	0	0	0	1.0	1.0	0	2.0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000021045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021885	1.0	1.0	2.0	65.0	2.0	4.0	49.0	52.0	2.0	1.0	2.0	6.0	66.0	13.0	2.0	49.0	1.0	3.0	1.0	2.0	35.0	31.0	92.0	1.0	19.0	0	9.0	2.0	3.0	0	4.0	21.0	57.0	1.0	2.0	2.0	1.0	3.0	21.0	5.0	0	0	7.0	2.0	9.0	10.0	4.0	10.0	8.0	55.0
G000021925	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000022005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0
G000022025	0	1.0	0	0	0	1.0	4.0	1.0	2.0	0	0	0	0	1.0	0	19.0	0	3.0	0	0	1.0	0	1.0	0	0	1.0	2.0	1.0	0	0	1.0	7.0	2.0	0	1.0	0	0	0	0	3.0	0	1.0	2.0	1.0	3.0	3.0	1.0	2.0	0	0
G000022065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000022305	1.0	0	0	0	0	8.0	0	0	6.0	0	1.0	0	2.0	3.0	1.0	3.0	3.0	0	0	0	2.0	2.0	10.0	0	0	0	0	4.0	1.0	0	0	1.0	0	1.0	0	2.0	3.0	0	0	0	0	0	0	0	0	4.0	1.0	0	2.0	0
G000022325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022905	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	1.0	2.0	0	0	0	0
G000023145	0	0	0	0	0	0	1.0	0	2.0	0	0	0	0	0	0	6.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	3.0	0	0	0	0	0	496.0	1.0	0	0	0	2.0	0	0	0	11.0
G000023205	0	2.0	0	1.0	0	3.0	8.0	2.0	6.0	0	0	0	4.0	2.0	2.0	38.0	1.0	9.0	0	0	4.0	2.0	22.0	1.0	0	1.0	6.0	3.0	0	0	3.0	15.0	3.0	0	2.0	0	0	2.0	0	8.0	1.0	3.0	4.0	2.0	6.0	4.0	2.0	4.0	4.0	1.0
G000023225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023285	7.0	20.0	106.0	105.0	131.0	113.0	28.0	122.0	205.0	5.0	21.0	31.0	132.0	224.0	54.0	231.0	7.0	540.0	4.0	35.0	63.0	63.0	184.0	7.0	2.0	76.0	237.0	21.0	21.0	47.0	189.0	117.0	521.0	8.0	70.0	21.0	17.0	34.0	47.0	454.0	1.0	37.0	4.0	10.0	111.0	383.0	80.0	1163.0	5.0	30.0
G000023585	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023725	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G000023745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023845	0	14.0	0	0	7.0	2.0	1.0	7.0	172.0	4.0	2.0	2.0	5.0	5.0	2.0	12.0	2.0	1.0	0	3.0	0	4.0	2.0	3.0	0	8.0	8.0	49.0	6.0	277.0	122.0	58.0	10.0	15.0	487.0	2.0	4.0	15.0	0	12.0	0	346.0	0	0	12.0	1.0	1.0	126.0	1.0	2.0
G000023885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0
G000023905	10.0	12.0	120.0	41.0	226.0	257.0	164.0	241.0	518.0	8.0	16.0	53.0	152.0	139.0	57.0	19.0	99.0	755.0	7.0	25.0	51.0	21.0	237.0	13.0	42.0	237.0	794.0	88.0	54.0	60.0	245.0	474.0	744.0	3.0	180.0	9.0	9.0	47.0	17.0	218.0	6.0	6.0	6.0	39.0	1028.0	630.0	139.0	742.0	26.0	35.0
G000023925	0	0	0	0	0	1.0	2.0	0	1.0	0	0	0	0	1.0	0	8.0	0	2.0	0	0	0	2.0	0	0	0	0	2.0	1.0	0	0	1.0	3.0	1.0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	2.0	1.0	0	2.0	0	0
G000024065	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	2.0	1.0	0	3.0	0	0	0	0	1.0	0	1.0	0	0	1.0	1.0	0	1.0	0	0
G000024105	0	0	0	0	3.0	0	4.0	1.0	9.0	0	0	0	0	1.0	0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	1.0	6.0	0	2.0	0	5.0	1.0	3.0	0	0	0	1.0	1.0	0	0	2.0	1.0	1.0	1.0	4.0	5.0	3.0	3.0	0	0
G000024205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024225	32.0	196.0	59.0	55.0	226.0	236.0	73.0	89.0	3915.0	50.0	137.0	47.0	22.0	146.0	121.0	63.0	85.0	857.0	1.0	54.0	28.0	51.0	98.0	24.0	30.0	376.0	294.0	475.0	52.0	138.0	3108.0	1629.0	931.0	82.0	2582.0	0	12.0	322.0	28.0	429.0	215.0	1507.0	1.0	25.0	2117.0	582.0	208.0	767.0	59.0	4.0
G000024265	0	0	0	0	0	0	0	0	28.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
G000024345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024405	0	0	0	1.0	1.0	1.0	3.0	2.0	5.0	0	0	0	0	1.0	1.0	1.0	0	4.0	0	0	0	0	3.0	0	1.0	2.0	2.0	0	0	0	1.0	2.0	4.0	0	2.0	0	0	0	0	1.0	0	0	0	0	3.0	3.0	1.0	4.0	0	0
G000024565	1.0	5.0	1.0	2.0	16.0	3.0	6.0	5.0	45.0	0	2.0	0	0	8.0	1.0	20.0	0	17.0	0	16.0	0	1.0	8.0	1.0	2.0	20.0	25.0	0	1.0	8.0	3.0	159.0	20.0	0	7.0	1.0	0	9.0	0	3.0	1.0	13.0	0	2.0	59.0	42.0	4.0	32.0	0	0
G000024765	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	1.0	4.0
G000024785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
